forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.025,141,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.1,141,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.25,142,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.5,144,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.75,145,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.9,147,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00-04,quantile,0.975,149,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.025,10421,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.1,10459,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.25,10496,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.5,10544,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.75,10598,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.9,10652,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,00+,quantile,0.975,10721,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.025,188,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.1,191,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.25,194,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.5,196,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.75,199,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.9,202,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,05-14,quantile,0.975,204,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,15-34,quantile,0.025,782,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,15-34,quantile,0.1,785,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,15-34,quantile,0.25,789,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,15-34,quantile,0.5,793,COVID-19
2022-01-05,-28 day ahead inc hosp,2021-12-08,DE,15-34,quantile,0.75,799,COVID-19
