model,target_type,target_end_date,location,age_group,pathogen,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975
testteam-testmodel,hosp,2021-09-06,DE,00+,COVID-19,1939,2307,2675,3127,3628,4122,4723
testteam-testmodel,hosp,2021-09-06,DE,00-04,COVID-19,44,54,64,76,90,104,120
testteam-testmodel,hosp,2021-09-06,DE,05-14,COVID-19,41,50,59,71,84,96,112
testteam-testmodel,hosp,2021-09-06,DE,15-34,COVID-19,375,448,520,610,709,806,925
testteam-testmodel,hosp,2021-09-06,DE,35-59,COVID-19,766,912,1059,1239,1438,1635,1874
testteam-testmodel,hosp,2021-09-06,DE,60-79,COVID-19,434,518,602,705,820,932,1069
testteam-testmodel,hosp,2021-09-06,DE,80+,COVID-19,287,343,399,468,544,619,710
testteam-testmodel,hosp,2021-09-07,DE,00+,COVID-19,1945,2314,2683,3137,3640,4135,4738
testteam-testmodel,hosp,2021-09-07,DE,00-04,COVID-19,51,62,73,87,103,118,137
testteam-testmodel,hosp,2021-09-07,DE,05-14,COVID-19,46,57,67,80,94,108,125
testteam-testmodel,hosp,2021-09-07,DE,15-34,COVID-19,371,443,514,603,701,797,914
testteam-testmodel,hosp,2021-09-07,DE,35-59,COVID-19,760,905,1050,1229,1427,1622,1859
testteam-testmodel,hosp,2021-09-07,DE,60-79,COVID-19,432,515,599,701,815,927,1063
testteam-testmodel,hosp,2021-09-07,DE,80+,COVID-19,294,351,408,479,557,634,727
testteam-testmodel,hosp,2021-09-08,DE,00+,COVID-19,1937,2305,2672,3124,3625,4118,4719
testteam-testmodel,hosp,2021-09-08,DE,00-04,COVID-19,51,63,74,88,104,119,138
testteam-testmodel,hosp,2021-09-08,DE,05-14,COVID-19,51,62,74,88,104,119,138
testteam-testmodel,hosp,2021-09-08,DE,15-34,COVID-19,371,443,514,603,701,797,914
testteam-testmodel,hosp,2021-09-08,DE,35-59,COVID-19,724,863,1001,1172,1361,1546,1773
testteam-testmodel,hosp,2021-09-08,DE,60-79,COVID-19,454,541,629,737,856,973,1116
testteam-testmodel,hosp,2021-09-08,DE,80+,COVID-19,294,352,409,480,558,635,729
testteam-testmodel,hosp,2021-09-09,DE,00+,COVID-19,1936,2304,2671,3124,3624,4117,4717
testteam-testmodel,hosp,2021-09-09,DE,00-04,COVID-19,54,66,79,93,110,126,146
testteam-testmodel,hosp,2021-09-09,DE,05-14,COVID-19,50,62,73,87,102,118,136
testteam-testmodel,hosp,2021-09-09,DE,15-34,COVID-19,355,424,493,578,672,764,877
testteam-testmodel,hosp,2021-09-09,DE,35-59,COVID-19,720,858,996,1166,1354,1539,1764
testteam-testmodel,hosp,2021-09-09,DE,60-79,COVID-19,469,559,650,761,884,1005,1153
testteam-testmodel,hosp,2021-09-09,DE,80+,COVID-19,296,353,411,482,560,638,732
testteam-testmodel,hosp,2021-09-10,DE,00+,COVID-19,1945,2314,2683,3137,3640,4135,4738
testteam-testmodel,hosp,2021-09-10,DE,00-04,COVID-19,56,69,81,96,113,130,150
testteam-testmodel,hosp,2021-09-10,DE,05-14,COVID-19,46,57,67,80,94,108,125
testteam-testmodel,hosp,2021-09-10,DE,15-34,COVID-19,340,406,472,553,643,731,839
testteam-testmodel,hosp,2021-09-10,DE,35-59,COVID-19,722,860,998,1168,1356,1541,1767
testteam-testmodel,hosp,2021-09-10,DE,60-79,COVID-19,476,567,659,772,897,1020,1170
testteam-testmodel,hosp,2021-09-10,DE,80+,COVID-19,315,376,437,513,596,678,778
testteam-testmodel,hosp,2021-09-11,DE,00+,COVID-19,1944,2313,2682,3135,3638,4132,4735
testteam-testmodel,hosp,2021-09-11,DE,00-04,COVID-19,56,69,81,96,113,130,150
testteam-testmodel,hosp,2021-09-11,DE,05-14,COVID-19,49,60,70,84,99,114,131
testteam-testmodel,hosp,2021-09-11,DE,15-34,COVID-19,331,395,460,539,626,713,818
testteam-testmodel,hosp,2021-09-11,DE,35-59,COVID-19,722,861,999,1169,1357,1543,1768
testteam-testmodel,hosp,2021-09-11,DE,60-79,COVID-19,472,563,654,766,890,1012,1160
testteam-testmodel,hosp,2021-09-11,DE,80+,COVID-19,323,386,449,526,611,696,798
testteam-testmodel,hosp,2021-09-12,DE,00+,COVID-19,1925,2291,2656,3106,3603,4093,4690
testteam-testmodel,hosp,2021-09-12,DE,00-04,COVID-19,57,69,82,97,114,131,152
testteam-testmodel,hosp,2021-09-12,DE,05-14,COVID-19,47,57,68,81,95,110,127
testteam-testmodel,hosp,2021-09-12,DE,15-34,COVID-19,328,392,456,535,622,707,812
testteam-testmodel,hosp,2021-09-12,DE,35-59,COVID-19,697,831,964,1129,1310,1489,1708
testteam-testmodel,hosp,2021-09-12,DE,60-79,COVID-19,472,563,654,766,890,1012,1160
testteam-testmodel,hosp,2021-09-12,DE,80+,COVID-19,334,399,463,543,632,719,825
testteam-testmodel,hosp,2021-09-13,DE,00+,COVID-19,1919,2284,2648,3096,3592,4081,4676
testteam-testmodel,hosp,2021-09-13,DE,00-04,COVID-19,55,67,79,94,111,127,147
testteam-testmodel,hosp,2021-09-13,DE,05-14,COVID-19,46,57,67,80,94,108,125
testteam-testmodel,hosp,2021-09-13,DE,15-34,COVID-19,332,397,461,541,629,715,821
testteam-testmodel,hosp,2021-09-13,DE,35-59,COVID-19,686,818,949,1111,1290,1466,1681
testteam-testmodel,hosp,2021-09-13,DE,60-79,COVID-19,474,566,657,770,894,1017,1167
testteam-testmodel,hosp,2021-09-13,DE,80+,COVID-19,335,400,465,545,634,721,828
testteam-testmodel,hosp,2021-09-14,DE,00+,COVID-19,1905,2266,2628,3072,3564,4049,4640
testteam-testmodel,hosp,2021-09-14,DE,00-04,COVID-19,51,62,73,87,103,118,137
testteam-testmodel,hosp,2021-09-14,DE,05-14,COVID-19,38,47,56,67,79,91,106
testteam-testmodel,hosp,2021-09-14,DE,15-34,COVID-19,325,388,451,529,615,700,803
testteam-testmodel,hosp,2021-09-14,DE,35-59,COVID-19,686,818,949,1111,1290,1466,1681
testteam-testmodel,hosp,2021-09-14,DE,60-79,COVID-19,474,566,657,770,894,1017,1167
testteam-testmodel,hosp,2021-09-14,DE,80+,COVID-19,340,406,472,554,643,732,840
testteam-testmodel,hosp,2021-09-15,DE,00+,COVID-19,1843,2194,2543,2974,3450,3920,4491
